page,index,Продукт,Старая цена,Новая цена,Процент скидки,Время проведения акции
67,15,"Колбаса ДОКТОРСКАЯ, ГОСТ , мини, 1 штука (Великолукский МК), 500г",285.99,144.99,−49%,с 15 февраля - до 28 февраля
67,16,"Колбаса ДОКТОРСКАЯ, ГОСТ , мини, 1 штука (Великолукский МК), 500г",284.99,144.99,−49%,с 15 февраля - до 28 февраля
86,39,"Гель для бритья и умывания АРКО, Мэн, 2в1 Блэк, 200мл",409.99,209.99,−49%,с  9 февраля - до  8 марта
86,41,"Гель для бритья и умывания АРКО, Мэн, 2в1 Блэк, 200мл",409.99,209.99,−49%,с  9 февраля - до  8 марта
92,2,"Кофе ФРЕСКО ДОППИО, растворимый, сублимированный, 100г",447.19,229.99,−49%,с 15 февраля - до 28 февраля
94,29,"Кофе JACOBS MONARCH, сублимированный, 95г",489.060,249.89,−49%,с 15 февраля - до 28 февраля
96,49,"Пельмени GRANDMENI Говядина-свинина, 750г",485.63,249.99,−49%,с 15 февраля - до 28 февраля
97,2,"Пельмени GRANDMENI Говядина-свинина, 750г",486.54,249.99,−49%,с 15 февраля - до 28 февраля
98,38,"Конфеты ВДОХНОВЕНИЕ (КК Бабаевский), 215г",509.97,259.99,−49%,с  9 февраля - до  8 марта
98,39,"Конфеты ВДОХНОВЕНИЕ (КК Бабаевский), 215г",509.97,259.99,−49%,с  9 февраля - до  8 марта
102,30,"Кофе NESCAFE® Голд, сублимированный с молотым, 95г",545.22,279.99,−49%,с  9 февраля - до  8 марта
102,32,"Кофе NESCAFE® Голд, сублимированный с молотым, 95г",545.22,279.99,−49%,с  9 февраля - до  8 марта
112,14,"Пельмени МИРАТОРГ, с мраморной говядиной, 800г",652.79,329.99,−49%,с  9 февраля - до  8 марта
117,8,"Вино ЛУНА ТОСКА, Кьянти, красное сухое (Италия), 0,75л",699.90,359.99,−49%,с  9 февраля - до  8 марта
117,9,"Вино ЛУНА ТОСКА, Кьянти, красное сухое (Италия), 0,75л",699.90,359.99,−49%,с  9 февраля - до  8 марта
125,16,"Вино КАСТИЛЬО САНТА БАРБАРА Вьехо красное сухое выдержанное (Испания), 0,75л",839.00,429.99,−49%,с  9 февраля - до  8 марта
125,17,"Вино КАСТИЛЬО САНТА БАРБАРА Вьехо красное сухое выдержанное (Испания), 0,75л",839.00,429.99,−49%,с  9 февраля - до  8 марта
134,46,"Таблетки для посудомоечных машин FINISH® квантрум, 30шт.",1952.99,999.00,−49%,с  8 февраля - до  8 марта
1,10,CAPO DI GUSTO Приправа д/рыбы 30г сашет(Сантус):15,25.19,12.99,−48%,с 15 февраля - до 28 февраля
15,17,"Шоколад молочный ALPEN GOLD, Черника с йогуртом, 90г",95.59,49.99,−48%,с 15 февраля - до 28 февраля
15,18,"Шоколад молочный ALPEN GOLD, Клубника с йогуртом, 90г",95.69,49.99,−48%,с 15 февраля - до 28 февраля
15,19,"Шоколад молочный ALPEN GOLD, Черника с йогуртом, 90г",95.89,49.99,−48%,с 15 февраля - до 28 февраля
15,20,"Шоколад молочный ALPEN GOLD, Клубника с йогуртом, 90г",95.99,49.99,−48%,с 15 февраля - до 28 февраля
46,5,"Чипсы РУССКАЯ КАРТОШКА Камчатский краб, 200г",193.79,99.99,−48%,с  9 февраля - до  8 марта
46,6,"Чипсы РУССКАЯ КАРТОШКА Лук и сметана, 200г",193.79,99.99,−48%,с  9 февраля - до  8 марта
62,38,"Сосиски ЦАРИЦЫНО Восточные с говядиной, халяль, 500г",259.99,134.99,−48%,с 15 февраля - до 28 февраля
63,37,"Средство для мытья стекол КЛИН, Яблоко, 500мл",269.99,139.99,−48%,с  8 февраля - до  9 мая
63,48,"Средство для мытья окон КЛИН, 500мл",269.99,139.99,−48%,с  8 февраля - до  9 мая
88,2,"Гель для бритья и умывания АРКО, Мэн, 2в1 Блэк, 200мл",419.99,219.99,−48%,с  8 февраля - до  8 марта
88,24,"Гель для бритья ARKO® MEN Кофе, 200мл",419.99,219.99,−48%,с  8 февраля - до  8 марта
89,31,"Кофе молотый LEBO Classic для турки, 200г",420.24,219.99,−48%,с 15 февраля - до 28 февраля
89,32,"Кофе молотый LEBO Classic для турки, 200г",420.24,219.99,−48%,с 15 февраля - до 28 февраля
93,47,"Кофе МОСКОВСКАЯ КОФЕЙНЯ НА ПАЯХЪ, Мокко, 250г",460.070,239.99,−48%,с 15 февраля - до 28 февраля
93,48,"Кофе МОСКОВСКАЯ КОФЕЙНЯ НА ПАЯХЪ, в зернах, мокко, 250г",460.070,239.99,−48%,с 15 февраля - до 28 февраля
95,21,"Шоколад MILKA молочный Карамель и фундук, 300г",478.29,249.99,−48%,с  9 февраля - до  8 марта
97,3,"Пельмени GRANDMENI Говядина-свинина, 750г",483.78,249.99,−48%,с 15 февраля - до 28 февраля
103,42,"Пельмени СИБИРСКАЯ КОЛЛЕКЦИЯ фирменные говядина-свинина, 700г",541.36,279.99,−48%,с 15 февраля - до 28 февраля
111,23,"Пельмени СИБИРСКАЯ КОЛЛЕКЦИЯ Новосибирские говядина-свинина, 700г",612.83,319.99,−48%,с 15 февраля - до 28 февраля
116,34,"Гель для стирки ЗАВОД БРАТЬЕВ КРЕСТОВНИКОВЫХ Детский Колор, 1,2л",690.99,359.99,−48%,с  8 февраля - до  8 марта
116,35,"Стиральный порошок ЗАВОД БРАТЬЕВ КРЕСТОВНИКОВЫХ Традиции качества, детский для белого, 2,4кг",686.99,359.99,−48%,с  8 февраля - до  8 марта
116,36,"Порошок стиральный ЗАВОДЪ БРАТЬЕВЪ КРЕСТОВНИКОВЫХЪ детский автомат колор, 2,4кг",696.99,359.99,−48%,с  8 февраля - до  8 марта
134,45,"Таблетки для посудомоечных машин FINISH® Powerball Quantum All in1, 36шт.",1917.99,999.00,−48%,с  8 февраля - до  8 марта
136,44,"Трусики-подгузники МЕРРИЕС, 6-10кг, 58 шт.",2499.00,1299.00,−48%,с  8 февраля - до  8 марта
136,49,"Подгузники МЕРРИЕС, ЭЙР ФРУ (6-11кг), 64 шт.",2499.00,1299.00,−48%,с  8 февраля - до  8 марта
137,0,"Подгузники МЕРРИЕС, Детские, 4-8кг, 82 шт.",2499.00,1299.00,−48%,с  8 февраля - до  8 марта
137,2,"Подгузники МЕРРИЕС, Детские, 9-14кг, 54 шт.",2499.00,1299.00,−48%,с  8 февраля - до  8 марта
137,3,"Подгузники МЕРРИЕС, Детские, 5кг90 шт.",2499.00,1299.00,−48%,с  8 февраля - до  8 марта
137,4,"Подгузники-трусики МЕРРИЕС (9-14 кг), 44 шт.",2499.00,1299.00,−48%,с  8 февраля - до  8 марта
137,5,"Трусики детские МЕРРИЕС ВОЛКЕР (12-22кг), 36-38 шт.",2499.00,1299.00,−48%,с  8 февраля - до  8 марта
10,31,"Приправа КОТАНИ Паприка копченая молотая, 25г",75.99,39.99,−47%,с 15 февраля - до 28 февраля
35,33,"Крабовое мясо ВИЧИ, замороженное, 200г",152.29,79.99,−47%,с 15 февраля - до 28 февраля
35,34,"Крабовое мясо ВИЧИ, замороженное, 200г",151.19,79.99,−47%,с 15 февраля - до 28 февраля
35,35,"Крабовое мясо ВИЧИ, замороженное, 200г",151.79,79.99,−47%,с 15 февраля - до 28 февраля
50,37,"Колбаса ГОВЯЖЬЯ ОСОБАЯ, Халяль, мини, 1 штука (Царицыно), 500г",189.99,99.99,−47%,с 15 февраля - до 28 февраля
63,15,"Сосиски ЦАРИЦЫНО Восточные с говядиной, халяль, 500г",252.59,134.99,−47%,с 15 февраля - до 28 февраля
70,6,"Салями АСТОРИЯ сырокопченая (Черкизово), 225г",289.99,154.99,−47%,с 15 февраля - до 28 февраля
70,18,"Крем чистящий СИФ, Розовая свежесть, 500мл",299.99,159.99,−47%,с  8 февраля - до  8 марта
70,34,"Крем чистящий СИФ, Актив Лимон, 500мл",299.99,159.99,−47%,с  8 февраля - до  8 марта
72,15,"Колбаса БАВАРУШКА Балыкбургская Рубленая варено-копченая, 350г",302.39,159.99,−47%,с 15 февраля - до 28 февраля
72,16,"Колбаса БАВАРУШКА Балыкбургская Рубленая варено-копченая, 350г",303.49,159.99,−47%,с 15 февраля - до 28 февраля
74,10,"Колбаса МЯСНИЦКИЙ РЯД Краковская, полукопченая, 300г",319.99,169.99,−47%,с 15 февраля - до 28 февраля
77,21,"Колбаса ДОКТОРСКАЯ, вареная, ГОСТ (Велком), 440г",339.89,179.99,−47%,с 15 февраля - до 28 февраля
78,7,"Колбаса ДОКТОРСКАЯ, вареная, ГОСТ (Велком), 440г",339.99,179.99,−47%,с 15 февраля - до 28 февраля
81,18,"Колбаса ЧОРИЗО полусухая сырокопченая(Останкино), 245г",359.99,189.99,−47%,с 15 февраля - до 28 февраля
81,27,"Сосиски СЛИВОЧНЫЕ, ГОСТ (Великолукский МК), 650г",359.98,189.99,−47%,с 15 февраля - до 28 февраля
81,29,"Сосиски СЛИВОЧНЫЕ, ГОСТ (Великолукский МК), 650г",359.98,189.99,−47%,с 15 февраля - до 28 февраля
81,32,"Сосиски СЛИВОЧНЫЕ, ГОСТ (Великолукский МК), 650г",359.98,189.99,−47%,с 15 февраля - до 28 февраля
81,41,"Колбаса ДОКТОРСКАЯ (Ближние горки), 450г",371.56,195.99,−47%,с 15 февраля - до 28 февраля
81,42,"Колбаса ДОКТОРСКАЯ (Ближние горки), 450г",371.56,195.99,−47%,с 15 февраля - до 28 февраля
81,43,"Колбаса ДОКТОРСКАЯ (Ближние горки), 450г",371.56,195.99,−47%,с 15 февраля - до 28 февраля
81,44,"Колбаса ДОКТОРСКАЯ (Ближние горки), 450г",371.56,195.99,−47%,с 15 февраля - до 28 февраля
81,45,"Колбаса ДОКТОРСКАЯ (Ближние горки), 450г",371.56,195.99,−47%,с 15 февраля - до 28 февраля
95,18,"Шоколад MILKA, молочный, печенье, 300г",474.99,249.99,−47%,с  9 февраля - до  8 марта
95,19,"Шоколад MILKA молочный Карамель и фундук, 300г",475.19,249.99,−47%,с  9 февраля - до  8 марта
95,20,"Шоколад MILKA молочный Орео и ваниль, 300г",474.99,249.99,−47%,с  9 февраля - до  8 марта
